Lap,Albon,Alonso,Bottas,Gasly,Hamilton,Latifi,Leclerc,Magnussen,Norris,Ocon,Perez,Ricciardo,Russell,Sainz,Schumacher,Stroll,Tsunoda,Verstappen,Vettel,Zhou
0,13.0,7.0,11.0,14.0,4.0,18.0,1.0,20.0,5.0,10.0,3.0,9.0,6.0,19.0,17.0,15.0,8.0,2.0,12.0,16.0
2,12.0,5.0,16.0,15.0,3.0,17.0,1.0,13.0,7.0,9.0,4.0,8.0,6.0,18.0,14.0,10.0,20.0,2.0,11.0,19.0
3,13.0,5.0,17.0,15.0,3.0,18.0,1.0,12.0,7.0,9.0,4.0,8.0,6.0,16.0,14.0,10.0,20.0,2.0,11.0,19.0
4,13.0,6.0,17.0,16.0,3.0,18.0,1.0,12.0,7.0,9.0,4.0,8.0,5.0,15.0,14.0,10.0,20.0,2.0,11.0,19.0
5,13.0,6.0,17.0,16.0,3.0,18.0,1.0,12.0,7.0,9.0,4.0,8.0,5.0,14.0,15.0,10.0,20.0,2.0,11.0,19.0
6,14.0,6.0,17.0,16.0,3.0,18.0,1.0,12.0,7.0,9.0,4.0,8.0,5.0,13.0,15.0,10.0,20.0,2.0,11.0,19.0
7,14.0,6.0,17.0,16.0,3.0,18.0,1.0,12.0,7.0,9.0,4.0,8.0,5.0,13.0,15.0,10.0,20.0,2.0,11.0,19.0
8,14.0,6.0,17.0,16.0,3.0,18.0,1.0,12.0,7.0,8.0,4.0,9.0,5.0,13.0,15.0,10.0,20.0,2.0,11.0,19.0
9,13.0,6.0,16.0,15.0,3.0,17.0,1.0,20.0,7.0,8.0,4.0,9.0,5.0,12.0,14.0,10.0,19.0,2.0,11.0,18.0
10,13.0,6.0,15.0,14.0,3.0,16.0,1.0,19.0,7.0,8.0,4.0,9.0,5.0,12.0,18.0,10.0,17.0,2.0,11.0,20.0
11,13.0,6.0,15.0,14.0,3.0,16.0,1.0,18.0,7.0,8.0,4.0,9.0,5.0,12.0,19.0,10.0,17.0,2.0,11.0,20.0
12,13.0,6.0,15.0,14.0,3.0,16.0,1.0,17.0,7.0,8.0,4.0,9.0,5.0,12.0,18.0,10.0,19.0,2.0,11.0,20.0
13,13.0,6.0,15.0,14.0,3.0,16.0,1.0,17.0,7.0,8.0,4.0,9.0,5.0,11.0,18.0,10.0,20.0,2.0,12.0,19.0
14,13.0,6.0,15.0,14.0,3.0,16.0,1.0,17.0,7.0,8.0,4.0,9.0,5.0,10.0,18.0,11.0,20.0,2.0,12.0,19.0
15,13.0,6.0,16.0,14.0,3.0,15.0,1.0,17.0,7.0,8.0,4.0,9.0,5.0,10.0,18.0,11.0,20.0,2.0,12.0,19.0
16,13.0,6.0,16.0,14.0,3.0,15.0,1.0,17.0,7.0,8.0,4.0,9.0,5.0,10.0,18.0,11.0,20.0,2.0,12.0,19.0
